Nº_boletim;data_boletim; Nº_municipio;nome_municipio;seq_logradouros;Nº_logradouro;tipo_logradouro;nome_logradouro;tipo_logradouro_anterior;nome_logradouro_anterior;Nº_bairro;nome_bairro;tipo_bairro;descricao_tipo_bairro;Nº_imovel;Nº_imovel_proximo
2020-005176312-001;30/01/2020 17:21;1;BELO HORIZONTE                ;2;83857;RUA;EXPEDICIONARIO PAULO DE SOUZA                     ;RUA;VISCONDE DE ITABORAI                              ;1397;URCA                                              ;B ;BAIRRO                        ;0;0
2020-004394887-002;26/01/2020 18:23;1;BELO HORIZONTE                ;1;83857;RUA;EXPEDICIONARIO PAULO DE SOUZA                     ;RUA;VISCONDE DE ITABORAI                              ;1397;URCA                                              ;B ;BAIRRO                        ;209;0
2020-051868970-001;27/10/2020 07:05;1;BELO HORIZONTE                ;2;83857;RUA;EXPEDICIONARIO PAULO DE SOUZA                     ;RUA;VISCONDE DE ITABORAI                              ;1397;URCA                                              ;B ;BAIRRO                        ;0;0
2020-044151788-001;12/09/2020 07:52;1;BELO HORIZONTE                ;2;83857;RUA;EXPEDICIONARIO PAULO DE SOUZA                     ;RUA;VISCONDE DE ITABORAI                              ;1397;URCA                                              ;B ;BAIRRO                        ;0;0
2020-043036880-001;05/09/2020 20:20;1;BELO HORIZONTE                ;2;83857;RUA;EXPEDICIONARIO PAULO DE SOUZA                     ;RUA;VISCONDE DE ITABORAI                              ;1397;URCA                                              ;B ;BAIRRO                        ;0;0
2020-029561945-001;20/06/2020 12:29;1;BELO HORIZONTE                ;2;83857;RUA;EXPEDICIONARIO PAULO DE SOUZA                     ;RUA;VISCONDE DE ITABORAI                              ;1397;URCA                                              ;B ;BAIRRO                        ;0;0
2020-052896016-001;02/11/2020 12:31;1;BELO HORIZONTE                ;1;83960;RUA;VICENTE CASTANO                                   ;RUA;SETE                                              ;1417;VILA DA PAZ                                       ;V ;VILA                          ;0;0
2020-036904149-001;01/08/2020 15:36;1;BELO HORIZONTE                ;2;84471;RUA;ARISTIDES VITOR                                   ;RUA;ARISTIDES VITOS                                   ;771;MARIA GORETTI                                     ;B ;BAIRRO                        ;0;0
2020-056589421-001;24/11/2020 07:29;1;BELO HORIZONTE                ;2;84572;ALA;DAS LATHANIAS                                     ;ALA;DAS LATANIAS                                      ;641;SAO LUIZ                                          ;B ;BAIRRO                        ;0;0
2020-043392106-001;08/09/2020 09:02;1;BELO HORIZONTE                ;1;84572;ALA;DAS LATHANIAS                                     ;ALA;DAS LATANIAS                                      ;641;SAO LUIZ                                          ;B ;BAIRRO                        ;0;0
2020-048514546-001;07/10/2020 08:31;1;BELO HORIZONTE                ;1;84572;ALA;DAS LATHANIAS                                     ;ALA;DAS LATANIAS                                      ;641;SAO LUIZ                                          ;B ;BAIRRO                        ;0;0
2020-053409880-001;05/11/2020 10:25;1;BELO HORIZONTE                ;1;84572;ALA;DAS LATHANIAS                                     ;ALA;DAS LATANIAS                                      ;641;SAO LUIZ                                          ;B ;BAIRRO                        ;0;0
2020-030170235-001;23/06/2020 19:27;1;BELO HORIZONTE                ;1;84746;RUA;ONOFRE D'OLIVEIRA                                 ;RUA;TREZE                                             ;708;LAGOA                                             ;B ;BAIRRO                        ;0;0
2020-061912760-001;25/12/2020 17:57;1;BELO HORIZONTE                ;2;84847;RUA;EXPEDITO FLAVIANO DA COSTA                        ;RUA;QUATRO                                            ;708;LAGOA                                             ;B ;BAIRRO                        ;0;0
2020-061912760-001;25/12/2020 17:57;1;BELO HORIZONTE                ;1;84850;RUA;JOSE ROMAO DOS SANTOS                             ;RUA;VINTE E TRES                                      ;708;LAGOA                                             ;B ;BAIRRO                        ;0;0
2020-057525729-001;16/11/2020 16:00;1;BELO HORIZONTE                ;1;85083;RUA;JOVINO RODRIGUES PEGO                             ;RUA;VINTE E CINCO                                     ;719;MANTIQUEIRA                                       ;B ;BAIRRO                        ;63;0
2020-056127478-001;21/11/2020 06:01;1;BELO HORIZONTE                ;2;85083;RUA;JOVINO RODRIGUES PEGO                             ;RUA;VINTE E CINCO                                     ;719;MANTIQUEIRA                                       ;B ;BAIRRO                        ;0;0
2020-034356114-001;17/07/2020 16:25;1;BELO HORIZONTE                ;1;85317;RUA;CRACOVIA                                          ;RUA;QUARENTA                                          ;670;EUROPA                                            ;B ;BAIRRO                        ;520;0
2020-046849327-001;27/09/2020 16:51;1;BELO HORIZONTE                ;1;85317;RUA;CRACOVIA                                          ;RUA;QUARENTA                                          ;670;EUROPA                                            ;B ;BAIRRO                        ;320;0
2020-050548800-001;19/10/2020 11:45;1;BELO HORIZONTE                ;1;88139;RUA;DOLOMITA                                          ;RUA;C                                                 ;631;CAMARGOS                                          ;B ;BAIRRO                        ;0;0
2020-004911900-001;29/01/2020 11:45;1;BELO HORIZONTE                ;1;88661;RUA;MARIA FELIPE DE ARAUJO                            ;RUA;B                                                 ;744;PARAISO                                           ;B ;BAIRRO                        ;75;0
2020-051574154-001;25/10/2020 11:47;1;BELO HORIZONTE                ;2;86511;RUA;CELSO DA CUNHA PEREIRA                            ;RUA;DOIS                                              ;827;TREVO                                             ;B ;BAIRRO                        ;0;0
2020-035096340-001;21/07/2020 20:30;1;BELO HORIZONTE                ;1;85244;RUA;ALBERTO MARTINS                                   ;RUA;DOIS                                              ;700;JAQUELINE                                         ;B ;BAIRRO                        ;300;0
2020-061732245-001;18/12/2020 20:00;1;BELO HORIZONTE                ;1;84327;RUA;SARDENHA                                          ;NI ;N?O INFORMADO                                     ;742;BANDEIRANTES                                      ;B ;BAIRRO                        ;30;0
2020-011166620-001;03/03/2020 17:02;1;BELO HORIZONTE                ;1;84327;RUA;SARDENHA                                          ;NI ;N?O INFORMADO                                     ;742;BANDEIRANTES                                      ;B ;BAIRRO                        ;400;0
2020-012948037-001;13/03/2020 07:42;1;BELO HORIZONTE                ;1;84327;RUA;SARDENHA                                          ;NI ;N?O INFORMADO                                     ;742;BANDEIRANTES                                      ;B ;BAIRRO                        ;0;0
2020-043884183-001;10/09/2020 18:32;1;BELO HORIZONTE                ;1;84327;RUA;SARDENHA                                          ;NI ;N?O INFORMADO                                     ;742;BANDEIRANTES                                      ;B ;BAIRRO                        ;0;0
2020-014584579-001;23/03/2020 11:14;1;BELO HORIZONTE                ;1;84720;PCA;BAGATELLE                                         ;NI ;N?O INFORMADO                                     ;641;SAO LUIZ                                          ;B ;BAIRRO                        ;0;0
2020-031442460-001;01/07/2020 07:53;1;BELO HORIZONTE                ;1;84720;PCA;BAGATELLE                                         ;NI ;N?O INFORMADO                                     ;830;AEROPORTO                                         ;B ;BAIRRO                        ;204;0
2020-053129813-001;03/11/2020 17:45;1;BELO HORIZONTE                ;1;83715;RUA;ARACATUBA                                         ;NI ;N?O INFORMADO                                     ;790;PIRATININGA                                       ;B ;BAIRRO                        ;0;0
2020-058442376-001;04/12/2020 17:28;1;BELO HORIZONTE                ;1;84282;RUA;ESTER                                             ;NI ;N?O INFORMADO                                     ;907;SUZANA                                            ;V ;VILA                          ;0;0
2020-009381060-001;22/02/2020 12:28;1;BELO HORIZONTE                ;2;82996;RUA;EXPEDICIONARIO NORALDINO ROSA DOS SANTOS          ;NI ;N?O INFORMADO                                     ;641;SAO LUIZ                                          ;B ;BAIRRO                        ;0;0
2020-037326542-001;04/08/2020 08:00;1;BELO HORIZONTE                ;2;82996;RUA;EXPEDICIONARIO NORALDINO ROSA DOS SANTOS          ;NI ;N?O INFORMADO                                     ;641;SAO LUIZ                                          ;B ;BAIRRO                        ;0;0
2020-002973060-001;18/01/2020 11:16;1;BELO HORIZONTE                ;1;83090;RUA;BENJAMIM DIAS                                     ;NI ;N?O INFORMADO                                     ;1491;BARREIRO                                          ;B ;BAIRRO                        ;0;0
2020-007944444-001;14/02/2020 19:33;1;BELO HORIZONTE                ;1;83090;RUA;BENJAMIM DIAS                                     ;NI ;N?O INFORMADO                                     ;1491;BARREIRO                                          ;B ;BAIRRO                        ;34;0
2020-041255752-002;26/08/2020 16:56;1;BELO HORIZONTE                ;1;82680;RUA;MARIA MARTINS                                     ;NI ;N?O INFORMADO                                     ;688;JULIANA                                           ;B ;BAIRRO                        ;101;0
2020-046345199-001;03/09/2020 19:00;1;BELO HORIZONTE                ;1;82680;RUA;MARIA MARTINS                                     ;NI ;N?O INFORMADO                                     ;688;JULIANA                                           ;B ;BAIRRO                        ;437;0
2020-060273907-001;15/12/2020 16:31;1;BELO HORIZONTE                ;1;82740;RUA;DAS MELANCIAS                                     ;NI ;N?O INFORMADO                                     ;813;VILA CLORIS                                       ;V ;VILA                          ;0;0
2020-022139400-001;09/05/2020 19:38;1;BELO HORIZONTE                ;1;82740;RUA;DAS MELANCIAS                                     ;NI ;N?O INFORMADO                                     ;813;VILA CLORIS                                       ;V ;VILA                          ;61;0
2020-060489564-001;16/12/2020 20:17;1;BELO HORIZONTE                ;2;81041;RUA;GENEBRA                                           ;NI ;N?O INFORMADO                                     ;734;NOVA SUISSA                                       ;B ;BAIRRO                        ;0;0
