;Nº_boletim;data_boletim; Nº_municipio;nome_municipio;seq_logradouros;Nº_logradouro;tipo_logradouro;nome_logradouro;tipo_logradouro_anterior;nome_logradouro_anterior;Nº_bairro;nome_bairro;tipo_bairro;descricao_tipo_bairro;Nº_imovel;Nº_imovel_proximo
13347;2020-007411401-001;07/02/2020 19:50;1;BELO HORIZONTE                ;2;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13348;2020-015808015-001;01/04/2020 09:08;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;642;CENTRO                                            ;B ;BAIRRO                        ;1556;0
13349;2020-014904480-001;25/03/2020 18:46;1;BELO HORIZONTE                ;2;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;1133;SAVASSI                                           ;B ;BAIRRO                        ;0;0
13350;2020-014299671-001;21/03/2020 01:23;1;BELO HORIZONTE                ;2;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;1133;SAVASSI                                           ;B ;BAIRRO                        ;0;0
13351;2020-013933430-001;18/03/2020 17:45;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
13352;2020-013838214-001;18/03/2020 08:37;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13353;2020-012941912-001;13/03/2020 06:22;1;BELO HORIZONTE                ;2;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13354;2020-012757470-001;12/03/2020 09:52;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;1187;0
13355;2020-006241016-001;05/02/2020 17:57;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;532;0
13356;2020-051991313-001;27/10/2020 18:32;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;642;CENTRO                                            ;B ;BAIRRO                        ;1624;0
13357;2020-025378938-001;28/05/2020 12:31;1;BELO HORIZONTE                ;2;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13358;2020-024721783-001;24/05/2020 18:58;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;945;0
13359;2020-050298210-001;17/10/2020 17:52;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;700;0
13360;2020-034330759-001;17/07/2020 14:23;1;BELO HORIZONTE                ;2;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
13361;2020-023293857-001;16/05/2020 12:44;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13362;2020-042631414-001;01/08/2020 18:20;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13363;2020-049443670-001;12/10/2020 21:52;1;BELO HORIZONTE                ;2;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
13364;2020-042054740-001;31/08/2020 12:12;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13365;2020-048853044-001;09/10/2020 03:07;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13366;2020-040837385-001;24/08/2020 11:58;1;BELO HORIZONTE                ;2;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13367;2020-031157760-001;29/06/2020 15:49;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;617;BARRO PRETO                                       ;B ;BAIRRO                        ;1655;0
13368;2020-030412180-001;25/06/2020 06:12;1;BELO HORIZONTE                ;2;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13369;2020-029897004-001;20/05/2020 15:00;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
13370;2020-046522600-001;25/09/2020 07:40;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
13371;2020-046205150-001;23/09/2020 20:09;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13372;2020-038385968-001;10/08/2020 13:14;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;617;BARRO PRETO                                       ;B ;BAIRRO                        ;0;0
13373;2020-055602610-001;18/11/2020 08:10;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;642;CENTRO                                            ;B ;BAIRRO                        ;1526;0
13374;2020-055132445-001;15/11/2020 11:17;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;715;LOURDES                                           ;B ;BAIRRO                        ;0;0
13375;2020-054187736-001;09/11/2020 21:13;1;BELO HORIZONTE                ;1;9553;AVE;BIAS FORTES                                       ;RUA;DA LIBERDADE                                      ;642;CENTRO                                            ;B ;BAIRRO                        ;0;0
13376;2020-047972968-001;03/10/2020 23:41;1;BELO HORIZONTE                ;1;17505;RUA;CORONEL ALBERTO GOMES                             ;RUA;CORONEL GOMES                                     ;767;SANTA INES                                        ;B ;BAIRRO                        ;0;0
13377;2020-024345382-001;27/03/2020 20:00;1;BELO HORIZONTE                ;1;17168;RUA;TAIOBEIRAS                                        ;RUA;CONSTANCIA                                        ;748;PINDORAMA                                         ;B ;BAIRRO                        ;266;0
13378;2020-024042847-001;20/05/2020 17:16;1;BELO HORIZONTE                ;1;17168;RUA;TAIOBEIRAS                                        ;RUA;CONSTANCIA                                        ;654;COQUEIROS                                         ;B ;BAIRRO                        ;0;0
13379;2020-005262118-001;31/01/2020 08:04;1;BELO HORIZONTE                ;2;17243;RUA;CONTRIA                                           ;NI ;N?O INFORMADO                                     ;752;PRADO                                             ;B ;BAIRRO                        ;0;0
13380;2020-022009764-001;08/05/2020 17:05;1;BELO HORIZONTE                ;1;17243;RUA;CONTRIA                                           ;NI ;N?O INFORMADO                                     ;822;ALTO BARROCA                                      ;B ;BAIRRO                        ;714;0
13381;2020-060960577-001;18/12/2020 02:00;1;BELO HORIZONTE                ;1;16180;RUA;COELHO NETO                                       ;NI ;N?O INFORMADO                                     ;772;SANTA MONICA                                      ;B ;BAIRRO                        ;32;0
13382;2020-001518146-001;10/01/2020 04:32;1;BELO HORIZONTE                ;1;16212;RUA;COIMBRA                                           ;NI ;N?O INFORMADO                                     ;717;MADRE GERTRUDES                                   ;B ;BAIRRO                        ;89;0
